parl_id,Party,State,Office,House,Cabinet,Level,Start,Finish,Ministry_ID,Ministry_Name
"""KH5""",LP,VIC,Minister Assisting the Minister for External Affairs,Senate,,Outer,1960-03-23,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""KH5""",LP,VIC,Minister for the Navy,Senate,,Outer,1958-12-10,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""JTP""",LP,NSW,Minister Assisting the Treasurer,HR,,Outer,1961-12-22,1962-07-27,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""JTP""",LP,NSW,Minister for Air,HR,,Outer,1961-12-22,1962-07-27,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""K7J""",LP,NSW,Minister for the Army,HR,,Outer,1958-12-10,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""JLR""",CP,QLD,Minister for Primary Industry,HR,Yes 4/2/60+,Inner,1958-12-10,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""KIF""",LP,QLD,Minister for Supply,HR,,Outer,1958-12-10,1961-12-22,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""KVR""",LP,QLD,Minister for Repatriation,HR,,Outer,1961-12-22,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""009MB""",CP,VIC,Minister for Trade,HR,Yes,Inner,1958-12-10,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""JXI""",LP,WA,Minister Assisting the Attorney-General,HR,,Outer,1961-12-22,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""JXI""",LP,WA,Minister for the Interior,HR,,Outer,1958-12-10,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""JXI""",LP,WA,Minister for Works,HR,,Outer,1958-12-10,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""KEN""",LP,NSW,Minister for Supply,HR,,Outer,1961-12-22,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""ZL6""",LP,WA,Minister for Territories,HR,Yes,Inner,1958-12-10,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""JQP""",CP,QLD,Minister for Repatriation,Senate,,Outer,1958-12-10,1960-12-29,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""KOW""",LP,TAS,Minister for Customs and Excise,Senate,,Outer,1958-12-10,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""009MC""",LP,VIC,Treasurer,HR,Yes,Inner,1958-12-10,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""KMB""",LP,VIC,Minister for Shipping and Transport,HR,,Outer,1960-02-05,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""N76""",LP,VIC,Minister in charge of Commonwealth Scientific and Industrial Research Organisation,HR,Yes,Inner,1961-12-22,1962-02-16,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""N76""",LP,VIC,Minister for External Affairs,HR,Yes,Inner,1960-02-04,1961-12-22,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""N76""",LP,VIC,Prime Minister,HR,Yes,Inner,1958-12-10,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""JZY""",LP,WA,Minister for Shipping and Transport,Senate,Yes,Inner,1958-12-10,1960-02-05,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""JZY""",LP,WA,Minister for Civil Aviation,Senate,Yes,Inner,1958-12-10,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""K7A""",LP,NSW,Minister for National Development,Senate,Yes,Inner,1958-12-10,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""K7A""",LP,NSW,Vice-President of the Executive Council,Senate,Yes,Inner,1958-12-10,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""KZE""",CP,NSW,Minister for Social Services,HR,,Outer,1958-12-10,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""KAF""",LP,VIC,Minister for Air,Senate,,Outer,1960-12-29,1961-12-22,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""KAF""",CP,VIC,Minister for Health,Senate,,Outer,1961-12-22,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""126""",LP,NSW,Minister for External Affairs,HR,Yes,Inner,1961-12-22,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""126""",LP,NSW,Attorney-General,HR,Yes,Inner,1958-12-10,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""KCK""",LP,SA,Minister for Immigration,HR,Yes,Inner,1958-12-10,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""KWH""",LP,TAS,Minister for Defence,HR,Yes,Inner,1958-12-10,1963-12-18,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""KMD""",LP,NSW,Minister for Air,HR,,Outer,1958-12-10,1960-12-29,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""JWE""",LP,VIC,Minister for External Affairs,HR,Yes,Inner,1958-12-10,1960-02-04,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""JWE""",LP,VIC,Minister in charge of Commonwealth Scientific and Industrial Research Organisation,HR,Yes,Inner,1958-12-10,1960-02-04,M0032,"32. Menzies (LP-CP), 10 Dec 1958-18 Dec 1963"
"""5E4""",CP,NSW,Minister for Social Services,HR,,Outer,1965-02-22,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""BU4""",CP,NSW,Minister for the Interior,HR,,Outer,1964-03-04,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""DQF""",LP,VIC,Attorney-General,HR,,Outer,1964-03-04,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""009MA""",LP,NSW,Vice-President of the Executive Council,HR,Yes,Inner,1964-06-10,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""009MA""",LP,NSW,Minister for Labour and National Service,HR,Yes,Inner,1963-12-18,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""JZQ""",LP,NSW,Minister for Customs and Excise,Senate,,Outer,1964-06-10,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KDT""",LP,NSW,Minister for Air,HR,,Outer,1963-12-18,1964-06-10,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KDT""",LP,NSW,Minister for National Development,HR,Yes 13/6/64+,Inner,1964-06-10,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KFH""",LP,SA,Minister for the Navy,HR,,Outer,1963-12-18,1964-03-04,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KFH""",LP,SA,Minister Assisting the Treasurer,HR,,Outer,1963-12-18,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KFH""",LP,SA,Minister for the Army,HR,,Outer,1963-12-18,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KH5""",LP,VIC,Minister for the Interior,Senate,,Outer,1963-12-18,1964-03-04,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KH5""",LP,VIC,Minister for Works,Senate,,Outer,1963-12-18,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KH5""",LP,VIC,Minister in charge of Commonwealth Activities in Education and Research under the Prime Minister,Senate,,Outer,1963-12-18,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""JTP""",LP,NSW,Minister for Housing,HR,,Outer,1963-12-18,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""0095J""",LP,VIC,Minister for Air,HR,,Outer,1964-06-10,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""JLR""",CP,QLD,Minister for Primary Industry,HR,Yes,Inner,1963-12-18,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""JOA""",CP,QLD,Minister for Territories,HR,Yes 13/8/65+,Inner,1963-12-18,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KIF""",LP,QLD,Postmaster-General,HR,Yes 13/6/64+,Inner,1963-12-18,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KVR""",LP,QLD,Minister for Social Services,HR,,Outer,1965-01-21,1965-02-22,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KVR""",LP,QLD,Minister for Repatriation,HR,,Outer,1963-12-18,1964-12-22,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KVR""",LP,QLD,Minister for Health,HR,,Outer,1964-11-21,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""009MB""",CP,VIC,Minister for Trade and Industry,HR,Yes,Inner,1963-12-18,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KTL""",CP,NSW,Minister for Repatriation,Senate,,Outer,1964-12-22,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""JWV""",LP,WA,Minister for the Navy,HR,,Outer,1964-03-04,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""JXI""",LP,WA,Minister for Shipping and Transport,HR,,Outer,1963-12-18,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KEN""",LP,NSW,Minister for Supply,HR,Yes,Inner,1963-12-18,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""ZL6""",LP,WA,Minister for Defence,HR,Yes,Inner,1963-12-18,1964-04-24,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""ZL6""",LP,WA,Minister for External Affairs,HR,Yes,Inner,1964-04-24,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KOW""",LP,TAS,Minister for Customs and Excise,Senate,Yes,Inner,1963-12-18,1964-06-10,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KOW""",LP,TAS,Minister for Civil Aviation,Senate,Yes,Inner,1964-06-10,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""009MC""",LP,VIC,Treasurer,HR,Yes,Inner,1963-12-18,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KMB""",LP,VIC,Minister for Immigration,HR,,Outer,1963-12-18,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""N76""",LP,VIC,Prime Minister,HR,Yes,Inner,1963-12-18,1966-01-26,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""JZY""",LP,WA,Minister for Civil Aviation,Senate,Yes,Inner,1963-12-18,1964-06-10,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""JZY""",LP,WA,Minister for Defence,Senate,Yes,Inner,1964-04-24,1966-01-19,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""K7A""",LP,NSW,Minister for National Development,Senate,Yes,Inner,1963-12-18,1964-06-10,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""K7A""",LP,NSW,Vice-President of the Executive Council,Senate,Yes,Inner,1963-12-18,1964-06-10,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KZE""",CP,NSW,Minister for Social Services,HR,,Outer,1963-12-18,1965-01-21,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""KAF""",CP,VIC,Minister for Health,Senate,Yes,Inner,1963-12-18,1964-11-18,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""126""",LP,NSW,Attorney-General,HR,Yes,Inner,1963-12-18,1964-03-04,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""126""",LP,NSW,Minister for External Affairs,HR,Yes,Inner,1963-12-18,1964-04-24,M0033,"33. Menzies (LP-CP), 18 Dec 1963-26 Jan 1966"
"""5E4""",CP,NSW,Minister for Social Services,HR,,Outer,1966-01-26,1966-12-14,M0034,"34. Holt (LP-CP), 26 Jan 1966-14 Dec 1966"
"""BU4""",CP,NSW,Minister for the Interior,HR,,Outer,1966-01-26,1966-12-14,M0034,"34. Holt (LP-CP), 26 Jan 1966-14 Dec 1966"
"""DQF""",LP,VIC,Attorney-General,HR,,Outer,1966-01-26,1966-12-14,M0034,"34. Holt (LP-CP), 26 Jan 1966-14 Dec 1966"
"""QS4""",LP,VIC,Minister for the Army,HR,,Outer,1966-01-26,1966-12-14,M0034,"34. Holt (LP-CP), 26 Jan 1966-14 Dec 1966"
"""009MA""",LP,NSW,Treasurer,HR,Yes,Inner,1966-01-26,1966-12-14,M0034,"34. Holt (LP-CP), 26 Jan 1966-14 Dec 1966"
"""JZQ""",LP,NSW,Minister for Customs and Excise,Senate,,Outer,1966-01-26,1966-12-14,M0034,"34. Holt (LP-CP), 26 Jan 1966-14 Dec 1966"
"""KDT""",LP,NSW,Minister for National Development,HR,Yes,Inner,1966-01-26,1966-12-14,M0034,"34. Holt (LP-CP), 26 Jan 1966-14 Dec 1966"
"""KFH""",LP,SA,Minister for Health,HR,,Outer,1966-01-26,1966-12-14,M0034,"34. Holt (LP-CP), 26 Jan 1966-14 Dec 1966"
"""KH5""",LP,VIC,Minister for Works,Senate,Yes,Inner,1966-01-26,1966-12-14,M0034,"34. Holt (LP-CP), 26 Jan 1966-14 Dec 1966"
"""KH5""",LP,VIC,Minister in charge of Commonwealth Activities in Education and Research under the Prime Minister,Senate,Yes,Inner,1966-01-26,1966-12-14,M0034,"34. Holt (LP-CP), 26 Jan 1966-14 Dec 1966"
"""JTP""",LP,NSW,Minister for Labour and National Service,HR,Yes,Inner,1966-01-26,1966-12-14,M0034,"34. Holt (LP-CP), 26 Jan 1966-14 Dec 1966"
"""0095J""",LP,VIC,Minister Assisting the Treasurer,HR,,Outer,1966-01-26,1966-12-14,M0034,"34. Holt (LP-CP), 26 Jan 1966-14 Dec 1966"
"""0095J""",LP,VIC,Minister for Air,HR,,Outer,1966-01-26,1966-12-14,M0034,"34. Holt (LP-CP), 26 Jan 1966-14 Dec 1966"
"""JLR""",CP,QLD,Minister for Primary Industry,HR,Yes,Inner,1966-01-26,1966-12-14,M0034,"34. Holt (LP-CP), 26 Jan 1966-14 Dec 1966"
"""JOA""",CP,QLD,Minister for Territories,HR,Yes,Inner,1966-01-26,1966-12-14,M0034,"34. Holt (LP-CP), 26 Jan 1966-14 Dec 1966"
"""KIF""",LP,QLD,Postmaster-General,HR,Yes,Inner,1966-01-26,1966-12-14,M0034,"34. Holt (LP-CP), 26 Jan 1966-14 Dec 1966"
"""KIF""",LP,QLD,Vice-President of the Executive Council,HR,Yes,Inner,1966-01-26,1966-12-14,M0034,"34. Holt (LP-CP), 26 Jan 1966-14 Dec 1966"
