_id,id.senator,id.member,bio.fulltitle,links.aph,bio.title,bio.prefname,bio.surname,bio.postnominal,bio.postnominalyear,bio.othername,bio.gender,date#bio.dateofbirth,bio.placeofbirth,date#bio.dateofdeath,date#bio.servicefrom,date#bio.serviceto,bio.servicedaystotal,bio.olb,division[0].status,division[0].parltype,division[0].aecdivid,division[0].divname,division[0].divstate,division[0].starttype,date#division[0].startdate,date#division[0].enddate,division[0].endtype,division[0].endreason,division[1].parltype,division[1].aecdivid,division[1].divname,division[1].divstate,division[1].starttype,date#division[1].startdate,date#division[1].enddate,division[1].endtype,division[1].endreason,division[2].parltype,division[2].aecdivid,division[2].divname,division[2].divstate,division[2].starttype,date#division[2].startdate,date#division[2].enddate,date#division[2].endtype,division[2].endreason,division[3].parltype,division[3].aecdivid,division[3].divname,division[3].divstate,division[3].starttype,date#division[3].startdate,date#division[3].enddate,,division[3].endreason,party.count,party[0].partyname,party[0].partycode,party[0].coalition,date#party[0].startdate,date#party[0].enddate,party[1].partyname,party[1].partycode,party[1].coalition,date#party[1].startdate,date#party[1].enddate,party[2].partyname,party[2].partycode,party[2].coalition,date#party[2].startdate,date#party[2].enddate,parliamentaryposition[0].status,parliamentaryposition[0].chamber,parliamentaryposition[0].title,date#parliamentaryposition[0].startdate,date#parliamentaryposition[0].enddate,parliamentaryposition[1].chamber,parliamentaryposition[1].title,date#parliamentaryposition[1].startdate,date#parliamentaryposition[1].enddate,,,,,,,,,,,,
"""JU8""",,H0395,"Cameron, Donald Alastair",aph bio,The Hon.,Donald,CAMERON,OBE,,,Male,1900-03-17,"Ipswich, QLD",1974-01-05,1949-12-10,1961-12-09,4382,Former Member for Oxley (1949-1961),Former,Member,,Oxley,QLD,1949-FULL,1949-12-10,1961-12-09,1961-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1949-12-10,1961-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JUB""",,H0191,"Cameron, Donald Charles (Later Sir Donald)",aph bio,Sir,Donald,CAMERON,"KCMG, DSO, VD",,,Male,1879-11-19,"Brisbane, QLD",1960-11-19,1919-12-13,1937-09-21,5491,Former Member for Lilley (1934-1937) et al.,Former,Member,,Lilley,QLD,1934-FULL,1934-09-15,1937-09-21,1937-FULL,Retired,Member,,Brisbane,QLD,1919-FULL,1919-12-13,1931-12-19,1931-FULL,Defeated,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JUF""",,H0519,"Cameron, Donald James",aph bio,,Donald,CAMERON,,,,Male,1917-10-15,"Cloncurry, QLD",1964-06-22,1961-12-09,1963-11-30,721,Former Member for Lilley (1961-1963),Former,Member,,Lilley,QLD,1961-FULL,1961-12-09,1963-11-30,1963-HOUSE,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1961-12-09,1963-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""9F4""",,H0563,"Cameron, Donald Milner",aph bio,,Donald,CAMERON,,,,Male,1940-02-06,"Brisbane, QLD",,1966-11-26,1990-03-24,8274,Former Member for Moreton (1983-1990) et al.,Former,Member,,Moreton,QLD,1983-BY3-MORETON,1983-11-05,1990-03-24,1990-FULL,Defeated,Member,,Fadden,QLD,1977-FULL,1977-12-10,1983-03-05,1983-DOUBLE,Defeated,Member,,Griffith,QLD,1966-HOUSE,1966-11-26,1977-12-10,1977-FULL,Moved at Redistribution (to Fadden),,,,,,,,,,ONE,Liberal Party,LIB,,1966-11-26,1990-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K3T""",S0293,,"Cameron, Donald Newton",aph bio,,Donald,CAMERON,,,,Male,1914-01-13,"Murray Bridge, SA",1998-06-05,1969-10-25,1978-06-30,3170,Former Senator for South Australia (1969-1978),Former,Senator,,South Australia,SA,1969-SENATE-SA,1969-10-25,1978-06-30,1977-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JUJ""",,H0004,"Cameron, Donald Norman",aph bio,the Hon. ,Donald,CAMERON,,,,Male,1851-11-03,"Nile, TAS",1931-02-17,1901-03-29,1906-12-12,2012,Former Member for Wilmot (1904-1906) et al.,Former,Member,,Wilmot,TAS,1904-BY1-WILMOT,1904-02-26,1906-12-12,1906-FULL,Defeated,Member,,Tasmania (HoR),TAS,1901-FULL1,1901-03-29,1903-12-16,1903-FULL,Abolished at Redistribution (to Denison - Defeated),,,,,,,,,,,,,,,,,,,ONE,Free Trade,FT,,1901-03-29,1906-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AI6""",S0522,,"Cameron, Douglas Niven",aph bio,the Hon.,Doug,CAMERON,,,,Male,1951-01-27,"Bellshill, Scotland",,2008-07-01,,2556,Current Senator for New South Wales (2008- ),Current,Senator,,New South Wales,NSW,2007-FULL,2008-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australian Labor Party,ALP,,2008-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""6V5""",,H0852,"Cameron, Eoin Harrap",aph bio,,Eoin,CAMERON,,,,Male,1951-01-04,"Mt Gambier, SA",,1993-03-13,1998-10-03,2030,Former Member for Stirling (1993-1998),Former,Member,,Stirling,WA,1993-FULL,1993-03-13,1998-10-03,1998-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1993-03-13,1998-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AF4""",,H0698,"Cameron, Ewen Colin",aph bio,,Ewen,CAMERON,,,,Male,1930-01-12,"Melbourne, VIC",,1977-12-10,1993-02-08,5539,Former Member for Indi (1977-1993),Former,Member,,Indi,VIC,1977-FULL,1977-12-10,1993-02-08,1993-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1977-12-10,1993-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BF4""",,H0710,"Cameron, Ian Milne Dixon",aph bio,,Ian,CAMERON,,,,Male,1938-03-08,"Melbourne, VIC",,1980-10-18,1990-02-19,3411,Former Member for Maranoa (1980-1990),Former,Member,,Maranoa,QLD,1980-FULL,1980-10-18,1990-02-19,1990-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JVZ""",,H0213,"Cameron, Malcolm Duncan",aph bio,,Malcolm,CAMERON,,,,Male,1873-07-12,?,1935-03-01,1922-12-16,1934-08-07,4252,Former Member for Barker (1922-1934),Former,Member,,Barker,SA,1922-FULL,1922-12-16,1934-08-07,1934-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K3V""",S0294,,"Cameron, Martin Bruce",aph bio,,Martin,CAMERON,,,,Male,1935-08-25,"Millicent, SA",,1969-05-23,1969-10-25,155,Former Senator for South Australia (1969-1969),Former,Senator,,South Australia,SA,1969-CASUAL1-SA,1969-05-23,1969-10-25,1969-SENATE-SA,Expired Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""3K6""",,H0894,"Cameron, Ross Alexander",aph bio,the Hon.,Ross,CAMERON,,,,Male,1965-05-14,"Sydney, NSW",,1996-03-02,2004-10-09,3143,Former Member for Parramatta (1996-2004),Former,Member,,Parramatta,NSW,1996-CASUAL1,1996-03-02,2004-10-09,2004-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1996-03-02,2004-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NB5""",S0465,,"Campbell, George",aph bio,,George,CAMPBELL,,,,Male,1943-02-18,"Belfast, Northern Ireland",,1997-09-17,2008-06-30,3939,Former Senator for New South Wales (1997-2008),Former,Senator,,New South Wales,NSW,1997-CASUAL4-NSW,1997-09-17,2008-06-30,2007-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""CF4""",,H0711,"Campbell, Graeme",aph bio,,Graeme,CAMPBELL,,,,Male,1939-08-13,"Abingdon, England",,1980-10-18,1998-10-03,6559,Former Member for Kalgoorlie (1980-1998),Former,Member,,Kalgoorlie,WA,1980-FULL,1980-10-18,1998-10-03,1998-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""H15""",S0418,,"Campbell, Ian Gordon",aph bio,The Hon.,Ian,CAMPBELL,,,,Male,1959-05-22,"Perth, WA",,1990-05-16,2007-05-31,6224,Former Senator for Western Australia (1990-2007),Former,Senator,,Western Australia,WA,1990-CASUAL1-WA,1990-05-16,2007-05-31,2007-CASUAL4-WA,Resigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""HWC""",,H1023,"Campbell, Jodie Louise",aph bio,,Jodie,CAMPBELL,,,,Female,1972-01-18,"Queenstown, TAS",,2007-11-24,2010-07-19,968,Former Member for Bass (2007-2010),Former,Member,,Bass,TAS,2007-FULL,2007-11-24,2010-07-19,2010-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,2007-11-24,2010-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""245212""",S0561,,"Canavan, Matthew James",aph bio,,Matthew,CANAVAN,,,,Male,1980-12-17,"Southport, QLD",,2014-07-01,,365,Current Senator for Queensland (2014- ),Current,Senator,,Queensland,QLD,2013-FULL,2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,The Nationals,NP,LPNP,2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JW6""",,H0124,"Cann, George",aph bio,the Hon. ,George,CANN,,,,Male,1871-05-30,"Northumberland, England",1948-10-18,1910-04-13,1913-05-31,1144,Former Member for Nepean (1910-1913),Former,Member,,Nepean,NSW,1910-FULL,1910-04-13,1913-05-31,1913-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1910-04-13,1913-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K3W""",S0249,,"Cant, Hartley Gordon James",aph bio,,Hartley,CANT,,,,Male,1907-11-19,"Mount Magnet, WA",1977-03-03,1959-07-01,1974-04-11,5398,Former Senator for Western Australia (1959-1974),Former,Senator,,Western Australia,WA,1958-FULL,1959-07-01,1974-04-11,1974-DOUBLE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JW8""",,H0667,"Carige, Colin Lawrence",aph bio,,Colin,CARIGE,,,,Male,1938-07-19,"Mount Morgan, QLD",2002-05-14,1975-12-13,1977-12-10,728,Former Member for Capricornia (1975-1977),Former,Member,,Capricornia,QLD,1975-DOUBLE,1975-12-13,1977-12-10,1977-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,{fill},NCP,,1975-12-13,1977-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""DF4""",,H0699,"Carlton, James Joseph",aph bio,the Hon.,James,CARLTON,,,,Male,1935-05-13,"Sydney, NSW",,1977-12-10,1994-01-14,5879,Former Member for Mackellar (1977-1994),Former,Member,,Mackellar,NSW,1977-FULL,1977-12-10,1994-01-14,1994-BY4-MACKELLAR,Resigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1977-12-10,1994-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JWA""",,H0079,"Carpenter, William Henry",aph bio,,William,CARPENTER,,,,Male,1863-04-05,"Stratton, England",1930-09-11,1903-12-16,1906-12-12,1092,Former Member for Fremantle (1903-1906),Former,Member,,Fremantle,WA,1903-FULL,1903-12-16,1906-12-12,1906-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1903-12-16,1906-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JWC""",,H0100,"Carr, Ernest Shoobridge",aph bio,,Ernest,CARR,,,,Male,1875-09-28,"Dubbo, NSW",1956-09-17,1906-12-12,1917-05-05,3797,Former Member for Macquarie (1906-1917),Former,Member,,Macquarie,NSW,1906-FULL,1906-12-12,1917-05-05,1917-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""AW5""",S0434,,"Carr, Kim John",aph bio,the Hon.,Kim,CARR,,,,Male,1955-07-02,"Tumut, NSW",,1993-04-28,,8099,Current Senator for Victoria (1993- ),Current,Senator,,Victoria,VIC,1993-CASUAL1-VIC,1993-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australian Labor Party,ALP,,1993-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""WX4""",S0548,,"Carr, Robert John",aph bio,the Hon.,Bob,CARR,,,,Male,1947-09-28,"Matraville, NSW",,2012-03-06,2013-10-24,597,Former Senator for New South Wales (2012-2013),Former,Senator,,New South Wales,NSW,2012-CASUAL1-NSW,2012-03-06,2013-10-24,2013-CASUAL5-NSW,Resigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""2U4""",S0298,,"Carrick, John Leslie (Later Sir John)",,the Hon. Sir,John,CARRICK,KCMG,,,Male,1918-09-04,"Sydney, NSW",,1971-07-01,1987-06-05,5818,Former Senator for New South Wales (1971-1987),Former,Senator,,New South Wales,NSW,1970-SENATE,1971-07-01,1987-06-05,1987-DOUBLE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K3X""",S0123,,"Carroll, William",aph bio,,William,CARROLL,,,,Male,1872-01-03,"Garvoc, VIC",1936-05-30,1926-07-01,1936-05-30,3621,Former Senator for Western Australia (1926-1936),Former,Senator,,Western Australia,WA,1925-FULL,1926-07-01,1936-05-30,1936-CASUAL1-WA,Died,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BV8""",,H0340,"Calwell, Arthur Augustus",aph bio,Rt. Hon.,Arthur,CALWELL,,,,Male,1896-08-28,"West Melbourne, VIC",1973-07-08,1940-09-21,1972-11-02,11730,Former Member for Melbourne (1940-1972),Former,Member,,Melbourne,VIC,1940-FULL,1940-09-21,1972-11-02,1972-HOUSE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1940-09-21,1972-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JWK""",,H0497,"Cash, Earl Douglas",aph bio,,Doug,CASH,,,,Male,1919-07-15,"Manitoba, Canada",2002-02-15,1958-11-22,1961-12-09,1113,Former Member for Stirling (1958-1961),Former,Member,,Stirling,WA,1958-FULL,1958-11-22,1961-12-09,1961-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1958-11-22,1961-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""I0M""",S0523,,"Cash, Michaelia Clare",aph bio,the Hon.,Michaelia,CASH,,,,Female,1970-07-19,"Subiaco, WA",,2008-07-01,,2556,Current Senator for Western Australia (2008- ),Current,Senator,,Western Australia,WA,2007-FULL,2008-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liberal,LP,LPNP,2008-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JNG""",,H0588,"Cass, Moses Henry",aph bio,The Hon.,Moses,CASS,,,,Male,1927-02-18,"Corrigin, WA",,1969-10-25,1983-02-04,4850,Former Member for Maribyrnong (1969-1983),Former,Member,,Maribyrnong,VIC,1969-HOUSE,1969-10-25,1983-02-04,1983-DOUBLE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1969-10-25,1983-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NT4""",,H0822,"Catley, Robert",aph bio,Dr,Bob,CATLEY,,,,Male,1942-09-01,Wales,,1990-03-24,1993-03-13,1085,Former Member for Adelaide (1990-1993),Former,Member,,Adelaide,SA,1990-FULL,1990-03-24,1993-03-13,1993-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1990-03-24,1993-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JWO""",,H0101,"Catts, James Howard",aph bio,,James,CATTS,,,,Male,1877-08-12,"Wagga Wagga, NSW",1951-11-26,1906-12-12,1922-12-16,5848,Former Member for Cook i (1906-1922),Former,Member,,Cook i,NSW,1906-FULL,1906-12-12,1922-12-16,1922-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1906-12-12,1922-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""4K6""",,H0895,"Causley, Ian Raymond",aph bio,the Hon.,Ian,CAUSLEY,,,,Male,1940-10-19,"Maclean, NSW",,1996-03-02,2007-10-17,4246,Former Member for Page (1996-2007),Former,Member,,Page,NSW,1996-CASUAL1,1996-03-02,2007-10-17,2007-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K6F""",S0257,,"Cavanagh, James Luke",aph bio,The Hon.,James,CAVANAGH,,,,Male,1913-06-21,"Paddington, SA",1990-08-19,1962-07-01,1981-06-30,6939,Former Senator for South Australia (1962-1981),Former,Senator,,South Australia,SA,1961-FULL,1962-07-01,1981-06-30,1980-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""37998""",,H1095,"Chalmers, James Edward",aph bio,Dr,Jim,CHALMERS,,,,Male,1978-03-02,"Brisbane, QLD",,2013-09-07,,662,Current Member for Rankin (2013- ),Current,Member,,Rankin,QLD,2013-FULL,2013-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,2013-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""SN5""",S0432,,"Chamarette, Christabel Marguerite Alain",aph bio,,Christabel,CHAMARETTE,,,,Female,1948-05-01,"Hyderabad, India",,1992-03-12,1996-06-30,1571,Former Senator for Western Australia (1992-1996),Former,Senator,,Western Australia,WA,1992-CASUAL1-WA,1992-03-12,1996-06-30,1996-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K6H""",S0227,,"Chamberlain, John Hartley",aph bio,,Jack,CHAMBERLAIN,,,,Male,1884-04-29,"Lancashire, England",1953-01-16,1951-04-28,1953-01-16,629,Former Senator for Tasmania (1951-1953),Former,Senator,,Tasmania,TAS,1951-DOUBLE,1951-04-28,1953-01-16,1953-CASUAL1-TAS,Died,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JWR""",,H0357,"Chambers, Cyril",aph bio,The Hon.,Cyril,CHAMBERS,,,,Male,1897-02-28,"Adelaide, SA",1975-10-03,1943-08-21,1958-10-14,5533,Former Member for Adelaide (1943-1958),Former,Member,,Adelaide,SA,1943-FULL,1943-08-21,1958-10-14,1958-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1943-08-21,1958-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""HW9""",,H1024,"Champion, Nicholas David",aph bio,,Nick,CHAMPION,,,,Male,1972-02-27,"Elizabeth, SA",,2007-11-24,,2776,Current Member for Wakefield (2007- ),Current,Member,,Wakefield,SA,2007-FULL,2007-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,2007-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JWV""",,H0477,"Chaney, Frederick Charles",aph bio,The Hon.,Fred,CHANEY,AO,,,Male,1914-10-12,"Perth, WA",2001-12-17,1955-12-10,1969-10-25,5068,Former Member for Perth (1955-1969),Former,Member,,Perth,WA,1955-FULL,1955-12-10,1969-10-25,1969-HOUSE,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1955-12-10,1969-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""EF4""",S0312,H0823,"Chaney, Frederick Michael",aph bio,The Hon.,Frederick,CHANEY,,,,Male,1941-10-28,"Perth, WA",,1974-05-18,1993-02-08,6816,Former Member for Pearce (1990-1993) et al.,Former,Member,,Pearce,WA,1990-FULL,1990-03-24,1993-02-08,1993-FULL,Retired,Senator,,Western Australia,WA,1974-DOUBLE,1974-05-18,1990-02-27,1990-CASUAL1-WA,Resigned,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1974-05-18,1993-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JWY""",,H0005,"Chanter, John Moore",aph bio,The Hon.,John,CHANTER,,,,Male,1845-02-11,"Adelaide, SA",1931-03-09,1901-03-29,1922-12-16,7316,Former Member for Riverina i (1914-1922) et al.,Former,Member,,Riverina i,NSW,1914-DOUBLE,1914-09-05,1922-12-16,1922-FULL,Defeated,Member,,Riverina i,NSW,1904-BY3-RIVERINA,1904-05-18,1913-05-31,1913-FULL,Defeated,Member,,Riverina i,NSW,1901-FULL1,1901-03-29,1903-12-16,1903-FULL,Defeated,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JX7""",,H0006,"Chapman, Austin (Later Sir Austin)",aph bio,the Hon. Sir,Austin,CHAPMAN,KCMG ,,,Male,1864-07-10,"Bowral, NSW",1926-01-12,1901-03-29,1926-01-12,9055,Former Member for Eden-Monaro (1901-1926),Former,Member,,Eden-Monaro,NSW,1901-FULL1,1901-03-29,1926-01-12,1926-BY-EDEN-MONARO,Died,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""FF4""",S0399,H0668,"Chapman, Hedley Grant Pearson",aph bio,,Hedley,CHAPMAN,,,,Male,1949-04-27,"North Adelaide, SA",,1975-12-13,2008-06-30,10299,Former Senator for South Australia (1987-2008) et al.,Former,Senator,,South Australia,SA,1987-DOUBLE,1987-07-11,2008-06-30,2007-FULL,Defeated,Member,,Kingston,SA,1975-DOUBLE,1975-12-13,1983-03-05,1983-DOUBLE,Defeated,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1975-12-13,2008-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K6I""",S0124,,"Chapman, John Hedley",aph bio,,John,CHAPMAN,,,,Male,1879-12-16,"Jamestown, SA",1931-03-14,1926-07-01,1931-03-14,1717,Former Senator for South Australia (1926-1931),Former,Senator,,South Australia,SA,1925-FULL,1926-07-01,1931-03-14,1931-CASUAL1-SA,Died,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""GF4""",,H0712,"Charles, David Ernest",aph bio,,David,CHARLES,,,,Male,1948-03-02,"Melbourne, VIC",,1980-10-18,1990-02-19,3411,Former Member for Isaacs (1980-1990),Former,Member,,Isaacs,VIC,1980-FULL,1980-10-18,1990-02-19,1990-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1980-10-18,1990-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""OT4""",,H0824,"Charles, Robert Edwin",aph bio,,Bob,CHARLES,,,,Male,1936-07-24,"Covington, Kentucky, USA",,1990-03-24,2004-08-31,5274,Former Member for La Trobe (1990-2004),Former,Member,,La Trobe,VIC,1990-FULL,1990-03-24,2004-08-31,2004-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1990-03-24,2004-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K6J""",S0005,,"Charleston, David Morley",aph bio,the Hon. ,David,CHARLESTON,,,,Male,1848-05-27,"St Erth, England",1934-06-30,1901-03-30,1903-12-31,1006,Former Senator for South Australia (1901-1903),Former,Senator,,South Australia,SA,1901-FULL2,1901-03-30,1903-12-31,1903-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TD4""",,H0743,"Charlesworth, Richard Ian",aph bio,Dr,Ric,CHARLESWORTH,AM,,,Male,1952-02-06,"Perth, WA",,1983-03-05,1993-02-08,3628,Former Member for Perth (1983-1993),Former,Member,,Perth,WA,1983-DOUBLE,1983-03-05,1993-02-08,1993-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1983-03-05,1993-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JXA""",,H0125,"Charlton, Matthew",aph bio,,Matthew,CHARLTON,,,,Male,1866-03-15,"Linton, VIC",1948-12-08,1910-04-13,1928-10-09,6754,Former Member for Hunter (1910-1928),Former,Member,,Hunter,NSW,1910-FULL,1910-04-13,1928-10-09,1928-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1910-04-13,1928-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K6L""",S0050,,"Chataway, Thomas Drinkwater",aph bio,,Thomas,CHATAWAY,,,,Male,1864-04-06,"Wartling, England",1925-03-05,1907-01-01,1913-06-30,2372,Former Senator for Queensland (1907-1913),Former,Senator,,Queensland,QLD,1906-FULL,1907-01-01,1913-06-30,1913-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""HW7""",,H1025,"Cheeseman, Darren Leicester",aph bio,,Darren,CHEESEMAN,,,,Male,1976-06-08,"Christchurch, New Zealand",,2007-11-24,2013-09-07,2114,Former Member for Corangamite (2007-2013),Former,Member,,Corangamite,VIC,2007-FULL,2007-11-24,2013-09-07,2013-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,2007-11-24,2013-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""00A9C""",S0483,,"Cherry, John Clifford",aph bio,,John,CHERRY,,,,Male,1965-05-22,"Kilcoy, QLD",,2001-07-31,2005-06-30,1430,Former Senator for Queensland (2001-2005),Former,Senator,,Queensland,QLD,2001-CASUAL1-QLD,2001-07-31,2005-06-30,2004-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
