phid,sen_id,rep_id,name,given_name,additional_name,bio.prefname,family_name,honorific_prefix,honorific_suffix,gender,=birth,place_of_birth,=death
KEK,,H0198,Edwin Kerby,Edwin,Thomas John,Edwin,Kerby,,,Male,1885-04-12,"Ballarat, VIC",1971-07-05
QH4,,H0626,John Kerin,John,Charles,John,Kerin,The Hon.,,Male,1937-11-21,"Bowral, NSW"
XW4,S0422,H0953,Cheryl Kernot,Cheryl,,Cheryl,Kernot,,,Female,1948-12-05,"Maitland, NSW"
RH4,,H0804,Duncan Kerr,Duncan,James Colquhoun,Duncan,Kerr,The Hon.,SC,Male,1952-02-26,"Hobart, TAS"
244247,S0563,,Chris Ketter,Christopher,Ronald,Chris,Ketter,,,Male,1961-02-12,"Brisbane, QLD"
KPO,S0330,,Bernie Kilgariff,Bernard,Francis,Bernie,Kilgariff,,,Male,1923-09-30,"Adelaide, SA",2010-04-13
4U4,,H0485,James Killen,Denis,James,James,Killen,the Hon. (later Sir),KCMG,Male,1925-11-23,"Dalby, QLD",2007-01-12
KEQ,,H0223,William Killen,William,Wilson,William,Killen,,,Male,1860,Ireland,1939-02-20
00AMR,,H0987,Catherine King,Catherine,Fiona,Catherine,King,the Hon.,,Female,1966-06-02,"Melbourne, VIC"
00AMQ,,H0988,Peter King,Peter,Edward,Peter,King,,,Male,1952-06-29,"Bingara, NSW"
KET,,H0507,Robert King,Robert,Shannon,Robert,King,the Hon.,,Male,1920-03-22,"Warracknabeal, VIC",1991-06-30
KPQ,S0111,,Walter Kingsmill,Walter,,Walter,Kingsmill,the Hon. (later Sir),,Male,1864-04-10,"Glenelg, SA",1935-01-15
KEW,,H0067,Charles Kingston,Charles,Cameron,Charles,Kingston,the Hon. ,,Male,1850-10-22,"Adelaide, SA",1908-05-11
00AOO,S0488,,Linda Kirk,Linda,Jean,Linda,Kirk,,,Female,1967-05-24,"Adelaide, SA"
KGN,,H0602,Frank Kirwan,Frank,Mcleod,Frank,Kirwan,,,Male,1937-10-23,"Norseman, WA",1976-10-28
KYR,,H0026,John Kirwan,John,Waters,John,Kirwan,the Hon. ,,Male,1869-12-02,"Liverpool, England",1949-09-09
SH4,,H0603,Dick Klugman,Richard,Emanuel,Dick,Klugman,Dr,,Male,1924-01-18,"Vienna, Austria",2011-02-21
KPT,S0140,,Harry Kneebone,Henry,,Harry,Kneebone,,,Male,1876-03-17,"Wallaroo, SA",1933-12-22
KPV,S0331,,John Knight,John,William,John,Knight,,,Male,1943-11-20,"Armidale, NSW",1981-03-04
GV5,,H0863,Peter Knott,Peter,John,Peter,Knott,,,Male,1956-08-08,"Sydney, NSW"
TH4,S0383,,Susan Knowles,Susan,Christine,Susan,Knowles,,,Female,1951-04-10,"Brisbane, QLD"
KYT,,H0027,William Knox,William,,William,Knox,,,Male,1850-04-25,"Melbourne, VIC",1913-08-25
G1N,S0528,,Helen Kroger,Helen,Evelyn,Helen,Kroger,,,Female,1959-03-11,"Melbourne, VIC"
KZ6,,H0224,Andrew Lacey,Andrew,William,Andrew,Lacey,,,Male,1887-10-19,"Terowrie, SA",1946-08-24
KPZ,S0275,,Bert Lacey,Robert,Herbert,Bert,Lacey,,,Male,1900-01-12,"Maryborough, VIC",1984-11-02
KQD,S0332,,Misha Lajovic,Milivoj,Emil,Misha,Lajovic,,,Male,1921-07-23,"Ljubljana, Yugoslavia",2008-06-05
JG4,,H0627,Antony Lamb,Antony,Hamilton,Antony,Lamb,,,Male,1939-03-07,"Horsham, VIC"
KZ8,,H0211,William Lambert,William,Henry,William,Lambert,,,Male,1881-03-24,"Orange, NSW",1928-09-06
250026,S0564,,Jacqui Lambie,Jacquiline,Louise,Jacqui,Lambie,,,Female,1971-02-26,"Ulverstone, TAS"
E0H,,H1011,Andrew Laming,Andrew,Charles,Andrew,Laming,,,Male,1966-09-30,"Hobart, TAS"
KZC,,H0176,Hector Lamond,Hector,,Hector,Lamond,The Hon.,,Male,1865-10-31,"Berry, NSW",1947-04-22
KQF,S0172,,Charles Lamp,Charles,Adcock,Charles,Lamp,,,Male,1895-09-03,"Hobart, TAS",1972-04-17
249764,,H1110,Michelle Landry,Michelle,Leanne,Michelle,Landry,,,Female,1962-10-15,"Rockhampton, QLD"
KZF,,H0292,Albert Lane,Albert,,Albert,Lane,,,Male,1873,"Windsor, NSW",1950-12-29
KZJ,,H0382,Jack Lang,John,Thomas,Jack,Lang,The Hon.,,Male,1876-12-21,"Sydney, NSW",1975-09-27
KG4,,H0784,John Langmore,John,Vance,John,Langmore,,,Male,1939-09-03,"Melbourne, VIC"
KZN,,H0344,Joseph Langtry,Joseph,Ignatius,Joseph,Langtry,,,Male,1880-09-02,"Kyabram, VIC",1951-04-30
KQH,S0177,,William Large,William,James,William,Large,,,Male,1878-03-28,"Northfleet, England",1964-03-02
KQL,S0178,,Charles Latham,Charles,George,Charles,Latham,The Hon.,,Male,1882-01-26,"Hythe, England",1968-08-26
KZO,,H0225,John Latham,John,Greig,John,Latham,Rt. Hon.,"PC, CMG, KC",Male,1877-08-25,"Ascot Vale, VIC",1964-07-25
K26,,H0878,Mark Latham,Mark,William,Mark,Latham,,,Male,1961-02-28,"Sydney, NSW"
KQN,S0283,,Condor Laucke,Condor,Louis,Condor,Laucke,the Hon. (later Sir),KCMG,Male,1914-11-09,"Greenock, SA",1993-07-30
KQQ,S0229,,Keith Laught,Keith,Alexander,Keith,Laught,,,Male,1907-01-02,"Adelaide, SA",1969-05-13
247130,,H1111,Craig Laundy,Craig,Arthur Samuel,Craig,Laundy,,,Male,1971-02-16,"Sydney, NSW"
LG4,,H0805,Michael Lavarch,Michael,Hugh,Michael,Lavarch,The Hon.,,Male,1961-06-08,"Brisbane, QLD"
KZU,,H0199,Thomas Lavelle,Thomas,James,Thomas,Lavelle,,,Male,1887-12-02,"Liverpool, NSW",1944-05-24
834,,H0954,Tony Lawler,Anthony,John,Tony,Lawler,,,Male,1961-10-18,"Dubbo, NSW"
XS4,,H0879,Carmen Lawrence,Carmen,Mary,Carmen,Lawrence,the Hon. Dr,,Female,1948-03-02,"Northam, WA"
KZW,,H0426,William Lawrence,William,Robert,William,Lawrence,,,Male,1906-07-28,"Horsham, VIC",2004-01-13
KQV,S0276,,Ellis Lawrie,Alexander,Greig Ellis,Ellis,Lawrie,,,Male,1907-06-19,"Maitland, NSW",1978-12-13
KZX,,H0293,George Lawson,George,,George,Lawson,The Hon.,,Male,1880-08-14,"South Pine River, QLD",1966-11-25
KQZ,S0137,,Harry Lawson,Harry,Sutherland Wightman,Harry,Lawson,the Hon. (later Sir),KCMG,Male,1875-03-05,"Dunolly, VIC",1952-06-12
KZZ,,H0294,John Lawson,John,Norman,John,Lawson,,,Male,1897-03-24,"Sydney, NSW",1956-08-14
108616,S0565,,Glenn Lazarus,Glenn,Patrick,Glenn,Lazarus,,,Male,1965-12-11,"Queanbeyan, NSW"
L07,,H0200,Bert Lazzarini,Hubert,Peter,Bert,Lazzarini,The Hon.,,Male,1894-09-08,"Young, NSW",1952-10-01
KR9,S0153,H0177,John Leckie,John,William,John,Leckie,The Hon.,,Male,1872-10-14,"Alexandra, VIC",1947-09-25
L0R,,H0086,Henry Lee,Henry,William,Henry,Lee,,,Male,1856,"Gerringong, NSW",1927-08-12
L0U,,H0570,Mervyn Lee,Mervyn,William,Mervyn,Lee,,,Male,1920-08-18,"Broadford, VIC"
MG4,,H0785,Michael Lee,Michael,John,Michael,Lee,The Hon.,,Male,1957-03-24,"Sydney, NSW"
8U4,S0423,,Meg Lees,Meg,Heather,Meg,Lees,,,Female,1948-10-19,"Burwood, NSW"
BU8,,H1078,Andrew Leigh,Andrew,Keith,Andrew,Leigh,the Hon. Dr,,Male,1972-08-03,"Sydney, NSW"
L0X,,H0364,Nelson Lemmon,Nelson,,Nelson,Lemmon,The Hon.,,Male,1908-03-22,"Newport, VIC",1989-03-20
L19,,H0427,Hugh Leslie,Hugh,Alan,Hugh,Leslie,,,Male,1900-04-17,"Durban, South Africa",1974-09-02
L1C,,H0269,Arthur Lewis,Arthur,,Arthur,Lewis,,,Male,1882-04-22,"Melbourne, VIC",1975-04-11
NG4,S0340,,Austin Lewis,Austin,William Russell,Austin,Lewis,,,Male,1932-12-05,"Melbourne, VIC"
00AMN,,H0989,Sussan Ley,Sussan,Penelope,Sussan,Ley,the Hon.,,Female,1961-12-14,"Kano, Nigeria"
L1G,,H0242,Thomas Ley,Thomas,John,Thomas,Ley,The Hon.,,Male,1879-10-28,"Bath, England",1947-07-25
111206,S0566,,David Leyonhjelm,David,Ean,David,Leyonhjelm,,,Male,1952-04-01,"Nhill, VIC"
L1H,,H0087,Frank Liddell,Frank,,Frank,Liddell,,,Male,1862-06-26,"Maitland, NSW",1939-10-20
XU5,,H0864,Lou Lieberman,Louis,Stuart,Lou,Lieberman,the Hon.,,Male,1938-05-23,"Swan Hill, VIC"
WP6,S0469,,Philip Lightfoot,Philip,Ross,Philip,Lightfoot,,"KSJ, JP",Male,1936-08-11,"Port Lincoln, SA"
KRG,S0252,,Alexander Lillico,Alexander,Elliot Davidson,Alexander,Lillico,,,Male,1905-09-05,"Ulverstone, TAS",1994-11-01
258337,S0574,,Jo Lindgren,Joanna,Maria,Jo,Lindgren,,,Female,1969-11-05,"Brisbane, QLD"
HK6,,H0915,Peter Lindsay,Peter,John,Peter,Lindsay,the Hon.,,Male,1944-05-04,"Brisbane, QLD"
L1I,,H0470,Robert Lindsay,Robert,William Ludovic,Robert,Lindsay,,,Male,1905-08-18,"Norwich, England",2000-09-06
OG4,,H0753,Ted Lindsay,Eamon,John,Ted,Lindsay,the Hon.,RFD,Male,1942-12-19,"Tully, QLD"
112096,S0553,,Sue Lines,Susan,,Sue,Lines,,,Female,1953-12-15,"Perth, WA"
L1J,,H0178,John Lister,John,Henry,John,Lister,,,Male,1875-05-13,"Lincolnshire, England",1935-10-04
KRU,S0286,,Jack Little,John,Albert,Jack,Little,,,Male,1914-10-13,"Maryborough, VIC",1988-11-25
83A,,H0955,Kirsten Livermore,Kirsten,Fiona,Kirsten,Livermore,,,Female,1969-11-10,"Mackay, QLD"
KI9,,H0110,John Livingston,John,,John,Livingston,,,Male,1857-09-19,"Mount Gambier, SA",1935-09-04
2E4,,H0614,Bruce Lloyd,Bruce,,Bruce,Lloyd,,,Male,1937-02-24,"Melbourne, VIC"
IK6,,H0916,Jim Lloyd,James,Eric,Jim,Lloyd,the Hon.,,Male,1954-07-17,"Sydney, NSW"
KRX,S0064,,James Long,James,Joseph,James,Long,The Hon.,,Male,1870,"Hamilton-on-Forth, TAS",1932-12-23
KIB,,H0257,William Long,William,John,William,Long,,,Male,1885-06-18,"Newcastle, NSW",1957-03-03
KIC,,H0088,Edmund Lonsdale,Edmund,,Edmund,Lonsdale,,,Male,1843-10-31,"Morpeth, NSW",1913-10-04
BS4,S0424,,Stephen Loosley,Stephen,,Stephen,Loosley,,,Male,1952-12-29,"Sydney, NSW"
KID,,H0459,Anthony Luchetti,Anthony,Sylvester,Anthony,Luchetti,,,Male,1904-05-27,"Lowther, NSW",1984-07-11
KIE,,H0457,Aubrey Luck,Aubrey,William George,Aubrey,Luck,,,Male,1900-11-14,"West Tamar, TAS",1999-06-09
KIH,,H0460,Philip Lucock,Philip,Ernest,Philip,Lucock,,CBE,Male,1916-01-16,"Eltham, England",1996-08-08
I07,S0529,,Scott Ludlam,Scott,,Scott,Ludlam,,,Male,1970-01-10,"Palmerston North, New Zealand"
84N,S0475,,Joe Ludwig,Joseph,William,Joe,Ludwig,the Hon.,,Male,1959-07-21,"Longreach, QLD"
7G6,S0452,,Kate Lundy,Kate,Alexandra,Kate,Lundy,the Hon.,,Female,1967-12-15,"Sydney, NSW"
KIK,,H0653,Stephen Lusher,Stephen,Augustus,Stephen,Lusher,,,Male,1945-10-18,"North Sydney, NSW"
KIL,,H0166,John Lynch,John,,John,Lynch,,,Male,1862,"Young, NSW",1941-06-15
KRZ,S0051,,Patrick Lynch,Patrick,Joseph,Patrick,Lynch,The Hon.,,Male,1867-05-24,"Skearke, Ireland",1944-01-15
KIM,,H0571,Phillip Lynch,Phillip,Reginald,Phillip,Lynch,Rt. Hon. (later Sir),KCMG,Male,1933-06-27,"Melbourne, VIC",1984-06-19
KIN,,H0028,William Lyne,Sir,William John,William,Lyne,the Hon. Sir,KCMG,Male,1844-04-06,"Great Swanport, TAS",1913-08-03
J7U,,H0365,Enid Lyons,Dame,Enid Muriel,Enid,Lyons,the Hon. Dame,GBE,Female,1897-07-09,"Smithton, TAS",1981-09-02
M38,,H1079,Geoff Lyons,Geoffrey,Raymond,Geoff,Lyons,,,Male,1953-04-29,"Sydney, NSW"
F4O,,H0270,Joseph Lyons,Joseph,Aloysius,Joseph,Lyons,Rt. Hon.,"PC, CH",Male,1879-09-15,"Stanley, TAS",1939-04-07
KS7,S0154,,Allan Macdonald,Allan,Nicoll,Allan,Macdonald,The Hon.,,Male,1892-08-25,"Lochee, Scotland",1978-01-18
YW4,S0425,,Ian Macdonald,Ian,Douglas,Ian,Macdonald,the Hon.,,Male,1945-11-29,"Brisbane, QLD"
KS9,S0106,,John Macdonald,John,Valentine,John,Macdonald,,,Male,1880-02-14,"Opotiki, New Zealand",1937-08-17
CX5,S0439,,Sandy Macdonald,John,Alexander Lindsay,Sandy,Macdonald,The Hon.,,Male,1954-05-10,"Quirindi, NSW"
KIQ,,H0069,Thomas Macdonald-Paterson,Thomas,,Thomas,Macdonald-Paterson,,,Male,1844-05-09,"Glasgow, Scotland",1906-03-21
WN6,,H0956,Ian Macfarlane,Ian,Elgin,Ian,Macfarlane,the Hon.,,Male,1955-04-05,"Kingaroy, QLD"
KSH,S0020,,James Macfarlane,James,,James,Macfarlane,,,Male,1844-09-02,"Glasgow, Scotland",1914-11-24
YH4,S0346,,David Macgibbon,David,John,David,Macgibbon,,,Male,1934-05-13,"Brisbane, QLD"
AT4,,H0836,Edward Mack,Edward,Carrington,Edward,Mack,,,Male,1933-12-20,"Sydney, NSW"
KIT,,H0179,George Mackay,George,Hugh Alexander,George,Mackay,The Hon.,,Male,1872-03-20,"Clermont, QLD",1961-11-05
KIW,,H0545,Malcolm Mackay,Malcolm,George,Malcolm,Mackay,The Hon.,,Male,1919-12-29,"Brighton, SA",1999-07-08
9L6,S0453,,Sue Mackay,Susan,Mary,Sue,Mackay,,,Female,1960-04-14,"Aberdeen, Scotland"
KSJ,S0037,,Charles Mackellar,Charles,Kinnaird,Charles,Mackellar,,,Male,1844-12-05,"Sydney, NSW",1926-07-14
0I4,,H0604,Michael Mackellar,Michael,John Randal,Michael,Mackellar,The Hon.,,Male,1938-10-27,"Sydney, NSW",2015-05-09
KKT,,H0679,Alexander Mackenzie,Alexander,John,Alexander,Mackenzie,,,Male,1941-08-29,"Melbourne, VIC"
KKU,,H0429,Dan Mackinnon,Ewen,Daniel,Dan,Mackinnon,,CBE,Male,1903-02-11,"Melbourne, VIC",1983-06-07
PG6,,H0919,Jenny Macklin,Jennifer,Louise,Jenny,Macklin,the Hon.,,Female,1953-12-29,"Brisbane, QLD"
2I4,S0364,,Michael Macklin,Michael,John,Michael,Macklin,,,Male,1943-02-25,"London,  England"
6I4,,H0654,Ian Macphee,Ian,Malcolm,Ian,Macphee,the Hon. ,,Male,1938-07-13,"Sydney, NSW"
L6P,,H1114,Alannah Mactiernan,Alannah,Joan Geraldine Cecilia,Alannah,Mactiernan,the Hon.,,Female,1953-01-10,"East Melbourne, VIC"
217571,S0539,,John Madigan,John,Joseph,John,Madigan,,,Male,1966-07-21,"Melbourne, VIC"
7I4,S0373,,Graham Maguire,Graham,Ross,Graham,Maguire,,,Male,1945-04-21,"Brisbane, QLD"
GP4,,H0735,Michael Maher,Michael,John,Michael,Maher,,,Male,1936-07-11,"Haberfield, NSW",2013-09-29
KSL,S0209,,Ted Maher,Edmund,Bede,Ted,Maher,,,Male,1891-06-08,"Forbes, NSW",1982-12-31
KLB,,H0035,Hugh Mahon,Hugh,,Hugh,Mahon,The Hon.,,Male,1857-01-06,"Killurin, Ireland",1931-08-28
KLC,,H0315,Gerald Mahoney,Gerald,William,Gerald,Mahoney,,,Male,1892-05-24,TAS,1955-09-16
KLG,,H0169,William Mahony,William,George,William,Mahony,,,Male,1877,Ireland,1962-08-28
KLJ,,H0546,Donald Maisey,Donald,William,Donald,Maisey,,,Male,1915-05-06,"Goomalling, WA",2005-04-20
KLL,,H0201,Norman Makin,Norman,John Oswald,Norman,Makin,The Hon.,,Male,1889-03-31,"Petersham, NSW",1982-07-20
KLM,,H0095,William Maloney,William,Robert Nuttall,William,Maloney,,,Male,1854-04-12,"West Melbourne, VIC",1940-08-29
KMM,,H0036,James Manifold,James,Chester,James,Manifold,,,Male,1867-02-10,"Camperdown, VIC",1918-10-23
KMQ,,H0228,Edward Mann,Edward,Alexander,Edward,Mann,,,Male,1874-08-11,"Mount Gambier, SA",1951-11-15
KMS,,H0229,Arthur Manning,Arthur,Gibson,Arthur,Manning,,,Male,1872-01-01,"Wagga Wagga, NSW",1947-04-03
LK6,,H0921,Paul Marek,Paul,,Paul,Marek,,,Male,1964-07-25,"Mt Isa, QLD"
DX5,S0440,,Dee Margetts,Diane,Elizabeth,Dee,Margetts,,,Female,1955-03-05,"Freemantle, WA"
HWP,,H1039,Nola Marino,Nola,Bethwyn,Nola,Marino,,,Female,1954-02-18,"Harvey, WA"
KMU,,H0202,Walter Marks,Walter,Moffitt,Walter,Marks,,,Male,1875-06-06,"Jamberoo, NSW",1951-03-31
E07,,H1012,Louise Markus,Louise,Elizabeth,Louise,Markus,,,Female,1958-09-06,"Epping, NSW"
HWQ,,H1040,Richard Marles,Richard,Donald,Richard,Marles,the Hon.,,Male,1967-07-13,"Melbourne, VIC"
KMW,,H0203,Charles Marr,Charles,William Clanan,Charles,Marr,the Hon. (later Sir),"KCVO, DSO, MC, VD",Male,1880-03-23,"Petersham, NSW",1960-10-20
KSN,S0237,,John Marriott,John,Edward,John,Marriott,The Hon.,,Male,1913-02-16,"Elliot, TAS",1994-04-13
00AOP,S0489,,Gavin Marshall,Gavin,Mark,Gavin,Marshall,,,Male,1960-03-25,"Melbourne, VIC"
KMZ,,H0258,George Martens,George,William,George,Martens,,,Male,1874,"Mount Perry, QLD",1949-08-23
8I4,,H0786,Stephen Martin,Stephen,Paul,Stephen,Martin,the Hon. Dr,,Male,1948-06-24,"Wollongong, NSW"
KN9,,H0605,Vincent Martin,Vincent,Joseph,Vincent,Martin,,,Male,1920-05-14,"Sydney, NSW",2001-03-10
KNA,S0365,H0682,John Martyr,John,Raymond,John,Martyr,,,Male,1932-05-25,"Melbourne, VIC"
KNC,S0158,H0351,Thomas Marwick,Thomas,William,Thomas,Marwick,,,Male,1895-04-29,"York, WA",1960-04-03
84M,S0476,,Brett Mason,Brett,John,Brett,Mason,the Hon.,,Male,1962-03-05,"Canberra, ACT"
L8O,S0347,,Colin Mason,Colin,Victor James,Colin,Mason,,,Male,1926-10-28,"Auckland, New Zealand"
KNF,S0112,H0132,Walter Massy-Greene,Walter,,Walter,Massy-Greene,the Hon. (later Sir),KCMG ,Male,1874-11-06,"Camberwell, England",1952-11-16
KSQ,S0021,,Alexander Matheson,Alexander,Perceval,Alexander,Matheson,,,Male,1861-02-06,"London, England",1929-08-06
M2V,,H1081,Russell Matheson,Russell,Glenn,Russell,Matheson,,,Male,1958-12-16,"Brisbane, QLD"
KOE,,H0630,Charles Mathews,Charles,Race Thorson,Charles,Mathews,,,Male,1935-03-27,"Hawthorn, VIC"
KNH,,H0112,James Mathews,James,,James,Mathews,,,Male,1865,?,1934-10-16
KSS,S0183,,Ted Mattner,Edward,William,Ted,Mattner,The Hon.,"MC, DCM, MM",Male,1893-09-16,"Oakbank, SA",1977-12-21
KNJ,,H0037,Samuel Mauger,Samuel,,Samuel,Mauger,the Hon. ,,Male,1857-11-12,"Geelong, VIC",1936-06-26
KSU,S0072,,William Maughan,William,John Ryott,William,Maughan,,,Male,1863-01-08,"London, England",1933-04-09
KSW,S0287,,Ron Maunsell,Charles,Ronald,Ron ,Maunsell,,,Male,1922-05-08,"Cairns, QLD",2010-12-17
KNP,,H0180,George Maxwell,George,Arnot,George,Maxwell,,KC,Male,1859-04-30,"Montrose, Scotland",1935-06-25
83B,,H0958,Margaret May,Margaret,Ann,Margaret,May,,,Female,1950-06-30,"Baa, Fiji"
KOH,,H0756,Helen Mayer,Helen,,Helen,Mayer,,,Female,1932-09-07,"Kaniva, VIC",2008-02-07
121628,S0573,,Jenny Mcallister,Jennifer,,Jenny,Mcallister,,,Female,1973-07-04,"Murwillumbah, NSW"
VH4,,H0769,Fergus Mcarthur,Fergus,Stewart,Fergus,Mcarthur,,,Male,1937-10-27,"Melbourne, VIC"
KSY,S0303,,Ronald Mcauliffe,Ronald,Edward,Ronald,Mcauliffe,,,Male,1918-07-25,"Brisbane, QLD",1988-08-16
KOL,S0162,H0295,Philip Mcbride,Philip,Albert Martin,Philip,Mcbride,Rt. Hon. (later Sir),"PC, KCMG",Male,1892-06-18,"Kooringa, SA",1982-07-14
KOQ,,H0313,William Mccall,William,Victor,William,Mccall,,,Male,1908-05-24,"Sydney, NSW",1968-08-20
KT8,S0210,,John Mccallum,John,Archibald,John,Mccallum,,,Male,1892-07-31,"Mittagong, NSW",1973-12-30
KPM,,H0029,James Mccay,James,Whiteside,James,Mccay,the Hon.  ,,Male,1864-12-21,"Ballynure, Ireland",1930-10-01
KTA,S0260,,Douglas Mcclelland,Douglas,,Douglas,Mcclelland,The Hon.,AC,Male,1926-08-05,"Wentworthville, NSW"
KPN,,H0296,Hugh Mcclelland,Hugh,,Hugh,Mcclelland,,,Male,1875-12-27,"Smeaton, VIC",1958-12-14
5U4,S0304,,Jim Mcclelland,James,Robert,Jim,Mcclelland,The Hon.,,Male,1915-06-03,"Melbourne, VIC",1999-01-16
JK6,,H0917,Robert Mcclelland,Robert,Bruce,Robert,Mcclelland,,,Male,1958-01-26,"Sydney, NSW"
KQ4,S0052,H0030,James Mccoll,James,Hiers,James,Mccoll,the Hon. ,,Male,1844-01-31,"South Shields, England",1929-02-20
KQJ,,H0428,Malcolm Mccolm,Malcolm,Llewellyn,Malcolm,Mccolm,,,Male,1914-06-25,"Cardiff, Wales",1966-05-02
219646,,H1080,Michael Mccormack,Michael,Francis,Michael,Mccormack,the Hon.,,Male,1964-08-02,"Wagga Wagga, NSW"
KQK,,H0345,Allan Mcdonald,Allan,Mckenzie,Allan,Mcdonald,The Hon.,,Male,1888-07-04,"Winchelsea, VIC",1953-06-10
KQP,,H0068,Charles Mcdonald,Charles,,Charles,Mcdonald,The Hon.,,Male,1860-08-25,"North Melbourne, VIC",1925-11-13
KQS,,H0226,Frederick Mcdonald,Frederick,Albert,Frederick,Mcdonald,,,Male,1872,?,1926-04
KTD,S0065,,Allan Mcdougall,Allan,,Allan,Mcdougall,,,Male,1857-08-02,"Sydney, NSW",1924-10-14
KK6,,H0918,Graeme Mcdougall,Graeme,Robert,Graeme,Mcdougall,,,Male,1946-11-21,"Taree, NSW"
KQT,,H0111,John Mcdougall,John,Keith,John,Mcdougall,,,Male,1867-08-10,"Learmonth, VIC",1957-04-11
KQU,,H0031,Malcolm Mceacharn,Sir,Malcolm Donald,Malcolm,Mceacharn,Sir,,Male,1852-02-08,"London, England",1910-03-10
E5E,S0503,,Anne Mcewen,Anne,,Anne,Mcewen,,,Female,1954-08-03,"Adelaide, SA"
009MB,,H0314,John Mcewen,John,,John,Mcewen,Rt. Hon. (later Sir),"CGMG, CH",Male,1900-03-29,"Chiltern, VIC",1980-11-20
83C,,H0957,Jann Mcfarlane,Jann,Sonya,Jann,Mcfarlane,,,Female,1944-05-22,"Sydney, NSW"
WH4,S0404,,Julian Mcgauran,Julian,John James,Julian,Mcgauran,,,Male,1957-03-05,"Traralgon, VIC"
XH4,,H0754,Peter Mcgauran,Peter,John,Peter,Mcgauran,The Hon.,,Male,1955-11-16,"Yallourn, VIC"
123674,,H1112,Cathy Mcgowan,Catherine,,Cathy,Mcgowan,,AO,Female,1953-11-29,"Albury, NSW"
KRD,,H0157,David Mcgrath,David,Charles,David,Mcgrath,,,Male,1873-11-10,"Scarsdale, VIC",1934-07-31
217241,S0567,,James Mcgrath,James,Anthony,James,Mcgrath,,,Male,1974-05-14,"Toowoomba, QLD"
KTF,S0022,,Gregor Mcgregor,Gregor,,Gregor,Mcgregor,the Hon. ,,Male,1848-10-18,"Kilmun, Scotland",1914-08-13
KRF,,H0529,Frank Mcguren,Francis,William,Frank,Mcguren,,,Male,1909-10-15,"Grafton, NSW",1990-06-13
KTH,S0113,,Charles Mchugh,Charles,Stephen,Charles,Mchugh,,,Male,1887-04-23,"Adelaide, SA",1927-07-24
ZH4,,H0755,Jeanette Mchugh,Jeannette,,Jeanette,Mchugh,The Hon.,,Female,1934-12-18,"Kandos, NSW"
KRH,,H0332,Sydney Mchugh,Sydney,,Sydney,Mchugh,,,Male,1892-03-21,"Quorn, SA",1952-09-20
KTJ,S0318,,Gordon Mcintosh,Gordon,Douglas,Gordon,Mcintosh,,,Male,1925-05-29,"Glasgow, Scotland"
KRK,,H0486,Hector Mcivor,Hector,James,Hector,Mcivor,,OBE  ,Male,1900-11-24,"Footscray, VIC",1992-05-12
KTL,S0247,,Colin Mckellar,Gerald,Colin,Colin,Mckellar,,,Male,1903-05-29,"Gulgong, NSW",1970-04-13
KTN,S0184,,Nick Mckenna,Nicholas,Edward,Nick,Mckenna,The Hon.,,Male,1895-09-09,"Carlton, VIC",1974-04-22
207825,S0540,,Bridget Mckenzie,Bridget,,Bridget,Mckenzie,,,Female,1969-12-27,"Alexandra, VIC"
232251,,H0628,David Mckenzie,David,Charles,David,Mckenzie,,,Male,1933-05-30,"Richmond, VIC"
BP4,,H1038,Maxine Mckew,Maxine,Margaret,Maxine,Mckew,,,Female,1953-07-22,"Brisbane, QLD"
1I4,S0384,,Jim Mckiernan,James,Philip,Jim,Mckiernan,,,Male,1944-10-11,"Cavan, Ireland"
KTP,S0079,,Andrew Mckissock,Andrew,Nelson,Andrew,Mckissock,,,Male,1872-12-06,"Ballarat East, VIC",1919-07-17
KTR,S0125,,Alexander Mclachlan,Alexander,John,Alexander,Mclachlan,The Hon.,,Male,1872-11-02,"Narracoorte, SA",1956-05-28
HT4,,H0837,Ian Mclachlan,Ian,Murray,Ian,Mclachlan,the Hon.,AO,Male,1936-10-02,"Adelaide, SA"
KTX,S0155,,James Mclachlan,James,,James,Mclachlan,,,Male,1870-03-12,"Alma Plains, SA",1956-12-01
KTZ,S0305,,Geoff Mclaren,Geoffrey,Thomas,Geoff,Mclaren,,,Male,1921-02-01,"Koroit, VIC",1992-01-30
KRO,,H0032,Allan Mclean,Allan,,Allan,Mclean,the Hon. ,,Male,1840-02-03,"Oban, Scotland",1911-07-13
KRP,,H0033,Francis Mclean,Francis,Edward,Francis,Mclean,the Hon. ,,Male,1863,"Sydney, NSW",1926-04-04
3I4,S0405,,Paul Mclean,Paul,Alexander,Paul,Mclean,,,Male,1937-03-13,"Belmont, NSW"
KRR,,H0680,Ross Mclean,Ross,Malcolm,Ross,Mclean,,,Male,1944-06-30,"Perth, WA"
KUA,S0156,,George Mcleay,George,,George,Mcleay,The Hon.,,Male,1892-08-06,"Port Clinton, SA",1955-09-14
KSC,,H0430,John Mcleay,John,,John,Mcleay,the Hon. (later Sir),"KCMG, MM",Male,1893-11-19,"Port Clinton, SA",1982-06-22
KSB,,H0572,John Mcleay,John,Elden,John,Mcleay,The Hon.,,Male,1922-03-30,"Adelaide, SA",2000-12-26
4I4,,H0707,Leo Mcleay,Leo,Boyce,Leo,Mcleay,The Hon.,,Male,1945-10-04,"Marrickville, NSW"
